agenturid;agenturname;einrichtungsname;angebotsname;beschreibung;wertigkeit;plz;ort;kontaktierbar;avatar;anzahl_gesuche;anzahl_aktueller_vermittlungen;latitude;longitude;ortsteil;bearbeitet;erstellt;_angebotsId
72;Freiwilligen Zentrum Hamburg;ASB Samariter-Mobil;ASB Samariter-Mobil Einkaufsdienst;"<p>Wir suchen ehrenamtliche Helfer/innen, die Spaß daran haben, älteren oder kranken Menschen zur Hand zu gehen und bereit sind, für andere einzukaufen - z.B. Lebensmittel, Drogerieartikel, Reinigungsmittel und die Einkäufe vom Geschäft in die Wohnung des Auftraggebers zu bringen. Wenn Sie Freude am Einkaufen für andere haben, freuen wir uns, wenn Sie sich bei uns melden!</p>

<p>Schön wäre es, wenn sich Interessierte fänden, die über längere Zeit 1 bis 2 Stunden je Woche zur Verfügung stünden. Aber wir freuen uns auch über Ihre Mitarbeit, wenn Sie sporadisch mitarbeiten möchten oder nur zu bestimmten Tageszeiten oder an bestimmten Tagen Zeit haben.</p>";0;22177;;0;;0;0;53,5949;10,0602;Hamburg;1451909675;1418742060;66764
520;Gute Tat - Standort Hamburg;Stiftung Gute Tat;Unterstützung unserer sportlichen Flüchtlingsinitiative www.kick-it-united.de;"Wir suchen Übungsleiter/innen, Sportstudenten/innen und alle anderen die Spaß an diesem Projekt haben und helfen wollen. Du unterstützt uns vor Ort in den einzelnen Erstaufnahmeunterkünften. Wir organisieren auf unseren eigenen Plätzen Fussballtuniere und haben einfach Spaß mit den Flüchtlingen. Ab und zu gelingt es uns Highlights zu setzen und mit den Flüchtlingen an einem Turnier etc. teilzunehmen. Wenn wir genug werden, könnte man auch über eine Liga innerhalb der Lager nachdenken.<br />
<br />
<strong>Voraussetzungen:</strong><br />
- Spaß an Sport<br />
- Hilfsbereitschaft<br />
- Zuverlässigkeit<br />
<br />
<strong>Gesuchte Personen:</strong> 15";0;22765;;0;;0;0;53,55;10;Hamburg;1452121200;1452121200;70610
520;Gute Tat - Standort Hamburg;Stiftung Gute Tat;Sportveranstaltungen;"Wir benötigen ehrenamtliche Hilfe in verschiedenen Bereichen. Wir möchten zum Beispiel für Bedürftige kochen. Da wir ein eigenes Clubhaus haben ist das ohne Probleme möglich. Außerdem planen wir ein Sportangebot für Flüchtlinge anzubieten. Auch dafür benötigen wir Helfer.<br />
<br />
Bei unserem Heimspielen unserer Fußballmannschaften fällt auch immer sehr viel Arbeit an. Uns ist jeder Helfer willkommen, denn die Bandbreite wo Unterstützung benötigt wird ist sehr groß. Bringen Sie sich mit Ihren Talenten und Fähigkeiten ein  - wir freuen uns auf Sie!<br />
<br />
<strong>Voraussetzungen:</strong><br />
Keine<br />
<br />
<strong>Gesuchte Personen:</strong> 3<br />
<br />
<strong>Weitere Informationen:</strong><br />
Sie werden sorgfältig in alle benötigten Bereiche eingearbeitet und es besteht zu jeder Zeit für Sie Versicherungsschutz.";0;22145;;0;;0;0;53,6167;10,25;Hamburg;1452207600;1452207600;70606
520;Gute Tat - Standort Hamburg;Stiftung Gute Tat;Deutschnachhilfe;"Wir suchen in unserem Projekt JOBLINGE KOMPASS Standort Hamburg-Süderstraße eine/n ehrenamtliche/n Nachhilfelehrer/In für Deutsch. JOBLINGE KOMPASS ist eine gemeinnützige Initiative der Unternehmensberatung The Boston Consulting Group und der Eberhard von Kuenheim Stiftung der BMW AG. Die Initiative unterstützt junge Geflüchtete dabei so schnell wie möglich nach ihrer Ankunft in Deutschland, den Weg in Arbeit – und im zweiten Schritt in die berufsbegleitende Ausbildung – zu gehen. Dienstag, Mittwoch und Donnerstag brauchen fünf Jugendlichen Deutschnachhilfe. Melden Sie sich auch gerne bei uns wenn Sie nur an einem oder zwei Tagen Zeit haben. Sie würden Teil eines spannenden Projekts mit viel Eigenverantwortung sein. Wir bieten ein Zertifikat über das ehrenamtliche Engagement und eine Menge Spaß mit unseren Jugendlichen. Wir freuen uns über Verstärkung!<br />
<br />
<strong>Voraussetzungen:</strong><br />
Gute Deutschkenntnisse<br />
<br />
<strong>Gesuchte Personen:</strong> 1-3";0;20097;;0;;0;0;53,55;10;Hamburg;1452207600;1452207600;70652
72;Freiwilligen Zentrum Hamburg;Ev.-luth. Kirchengemeinde St. Georg-Borgfelde;Suppengruppe sucht freundlichen männlichen Türsteher;"<p>Wir suchen für unsere regelmäßige Suppenausgabe für Bedürftige jeden Freitag von 11 – 13 Uhr einen Mann, der sich um einen reibungslosen Ablauf im Eingangsbereich vor der Suppenausgabe kümmert.</p>

<p>Der Freiwillige sollte eine freundliche Ausstrahlung und Durchsetzungsvermögen haben und ohne Vorbehalte und Berührungsängste im Umgang mit hilfsbedürftigen, manchmal auch alkoholisierten Menschen sein.</p>

<p>Wir bieten Mitverpflegung und eine dankbare Suppengruppe, die seit über 20 Jahren ehrenamtlich tätig ist.</p>";0;20099;;0;;1;0;53,5569;10,0074;Hamburg;1449850292;1389861240;57768
72;Freiwilligen Zentrum Hamburg;Altonaer Spar- und Bauverein e.V. / Nachbarschaftstreffs;Veranstaltungen begleiten;<p>Im Rahmen des Veranstaltungsprogramms und der Nachbarschaftstreffs in Hamburg-Altona werden verschiedene Freiwillige gesucht, die unterschiedlichste Veranstaltungen vom Vortrag bis zur Tagesbustour begleiten. Sie sind immer zu zweit und sprechen Ihre Einsätze mit der Freiwilligenkoordinatorin ab. Die Gruppengröße variiert zwischen 20 und 60 Personen, die überwiegend etwas älter sind. Ab und zu finden Veranstaltungen auch am Wochenende statt. Wenn Sie Freude am Kontakt mit Menschen haben, Spaß daran, Menschen miteinander in Kontakt und ins Gespräch zu bringen und darüber hinaus gern etwas Verantwortung übernehmen, freuen wir uns auf Sie!</p>;0;22765;;0;;2;1;53,5541;9,93953;Hamburg;1448891230;998666340;21315
72;Freiwilligen Zentrum Hamburg;Sankt-Ansgar-Schule;Datenbankeinrichtung- und pflege;"<p>Einrichtung und Pflege einer Arbeitsplattform, die gestaffelte Zugangsberechtigungen besitzt und Lehrern wie Schülern ermöglicht, Arbeitsmaterialien hoch und herunter zu laden (Moodle).</p>
<p>Einrichtung von ""Kurs- und Klassenräumen"" sowie Multimedia-Materialien, z.T. auch interaktiv, Arbeitsplatzbetreuung, edv-lesbarer Schülerausweis zur Registrierung, Bezahlung.</p>";0;20535;;0;;3;0;53,5576;10,0315;Hamburg;1438702545;1309938360;34677
72;Freiwilligen Zentrum Hamburg;Heerlein- und Zindler Stiftung;Anleitung von Interessengruppen bei älteren Menschen in einer Pflegeeinrichtung;<p>Sie haben 1x monatlich Zeit und Lust in St. Georg eine Spielgruppe ( Gesellschaftsspiele ) oder ähnliches einzurichten? Dann freuen wir uns auf Sie, als eine weitere Freiwillige in unsererm Haus. Dieses Angebot können Sie auch gerne zu zweit durchführen und sich eine weitere interessierte Person mitbringen. Wir stellen gerne für Sie den Kontakt zu unseren Bewohnern her und organisieren nach Ihren Zeitplan die Raumnutzung in unserem Freizeitraum. Angebote in der Nachmittagszeit oder am Wochenende werden gerne von unseren Bewohnern angenommen.</p>;0;20099;;0;;0;0;53,5573;10,0095;Hamburg;1438070059;1296656340;28361
72;Freiwilligen Zentrum Hamburg;Hafenmuseum;Betreuung von Geräten des Hafens;"<p>Nach einer gründlichen Einarbeitung  helfen Sie bei der fachkundigen Pflege, Betreuung und dem Betrieb der Schiffe, Kräne und Geräte. Im Schuppen befindet sich ein Schaudepot, in dem Exponate zu den Themen ""Hafenumschlag"" ""Schiffahrt auf der Elbe"" und ""Schiffbau"" präsentiert werden. Diese Aufgabe ist sehr gut geeignet für Menschen mit geringen Deutschkenntnissen und Menschen, die gehörlos oder schwerhörig sind.</p>";0;20457;;0;;0;0;53,5253;9,99994;Hamburg;1437994858;1231939320;21311
72;Freiwilligen Zentrum Hamburg;Raum der Stille;"Betreuung der Besucher des ""Raumes der Stille""";"<div>Unser Raum lädt dazu ein, Hektik und Lärm der Großstadt für einen Moment hinter sich zu lassen und Zeit für Ruhe, Einkehr und Meditation zu finden.</div>

<div>Wir suchen Freiwillige, die jeweils für 2 Stunden im Vorraum des Ruheraums, eintretende Gäste begrüßen und verabschieden.</div>

<div> </div>

<div>Englisch wäre hilfreich, aber nicht Bedingung.</div>";0;20095;;0;;8;2;53,5525;10,0064;Hamburg;1440662326;1046885760;21118
72;Freiwilligen Zentrum Hamburg;Pflegewerk Hamburg Haus St. Hildegard;Männerstammtisch für Senioren in Rothenburgsort;Einige Männer unserer Einrichtung würden sich freuen, wenn es regelmäßig einen Stammtisch gibt. Den zeitlichen Rahmen können Sie nach Ihren Möglichkeiten und in Absprache gestalten. Hier sitzt man in gemütlicher Runde zusammen. Spielt Karten, Schach o.ä. oder sitzt einfach nur mal zusammen und quatscht. Ihre Aufgaben wären: - Organisation und Durchführung einer Männerrunde - Anleitung und Motivation der Männer - Entwicklung von neuen Ideen unter Berücksichtigung der Möglichkeiten;0;20539;;0;;0;0;53,5336;10,039;Hamburg;1440690224;1440603780;76597
175;Engagementlotsen im Seniorenbüro Hamburg e. V.;Max Schmeling Stadtteilschule;Kursangebot für SchülerInnen;"<p>Gesucht werden Senioren, die folgende Kurse für Schüler leiten können:</p>

<p>Häkelkurse</p>

<p>Lese- und Schreibkurse</p>

<p>Kochkurse</p>

<p>oder die Gesellschaftsspiele mit den Schülern spielen.</p>";0;22043;;0;;0;0;53,5716;10,1307;Hamburg;1441096354;1436430720;73796
175;Engagementlotsen im Seniorenbüro Hamburg e. V.;Max Schmeling Stadtteilschule;Mittagspausenangebot für Schüler;"<p>Gesucht werden Senioren, die während der Mittagspause der Schüler</p>

<p>Vorlesen,</p>

<p>Spielen mit den Kindern,</p>

<p>Erzählen und Zuhören.</p>";0;22043;;0;;0;0;53,5716;10,1307;Hamburg;1441096329;1436430720;73795
72;Freiwilligen Zentrum Hamburg;Altonaer Museum. Stiftung Historische Museen Hamburg;Mitarbeit in der Lauenburger Rathsapotheke;<p>Das Museum besitzt seit 1996 eine voll eingerichtete und in weiten Teilen auch fuktionstüchtige historische Apotheke. Die Offizin (der Verkaufs- und Arbeitsraum), die Materialkammer, die Kräuterkammer und das Labor sollen fachkundigen Besuchern wie Laien von Ehrenamtlichen durch Führungen und Vorführungen näher gebracht werden, so dass nicht mehr angewandte oder vermittelte Techniken eines Berufsstandes bewahrt werden können.</p>;0;22765;;0;;0;0;53,549;9,93463;Hamburg;1437748138;1271857920;22143
72;Freiwilligen Zentrum Hamburg;Museumsdorf Volksdorf;Museumsarbeiten;"<p>Im Zentrum von Volksdorf liegt das kleine Museumsdorf für das tatkräftige Mithilfe gesucht wird. Freiwillige Helfer werden in vielen Bereichen benötigt. Möchten Sie gern unseren Besuchern die bäuerliche Kultur des 19.Jhrd näherbringen und sie über das Gelände führen, auf Veranstaltungen den Gästen alte Handwerkstechniken vorführen oder sie mit leckeren Selbstbebackenem versorgen, unsere tierischen Bewohner (Gänse, Schweine, Pferde usw.) zuverlässig umsorgen oder sich tatkräftig für den Erhalt der Gebäude und dem angrenzenden Gelände einsetzen? Sie sind herzlich willkommen.</p>

<p>Aktuell suchen wir einen handwerklichen Könner, der uns mit Maler- und Lackier- sowie Tischlerarbeiten unterstützt. Wir wünschen neben den handwerklichen Fähigkeiten auch ein historisches Interesse, da es sich bei den anfallenden Arbeiten sowohl um Aufarbeitung, Reparatur als auch Neuherstellung in Holz und Metall nach historischen Vorlagen handelt.</p>

<p> </p>

<p> </p>

<p> </p>";0;22359;;0;;10;2;53,6497;10,1677;Hamburg;1437647623;1306161540;30664
175;Engagementlotsen im Seniorenbüro Hamburg e. V.;Cappello e.V. - Sozialkaufhaus für alle;Freiwillige für Öffentlichkeitsarbeit;"<p><span style=""line-height:20.7999992370605px;"">Gesucht werden Freiwillige, die kreativ neue Wege zur Öffentlichkeitsarbeit gehen wollen und dazu auch Lust haben u.a. den Flyer zu überarbeiten.</span></p>

<p>Das Sozialkaufhaus Cappello e.V. befindet sich seit seiner Neueröffnung in 2013 auf dem Gelände des Bürgerhauses Bornheide, auf dem sich auch viele weitere Institutionen, Vereine und Projekte befinden (z.B. Elternschule, Mütterberatung, Mädchentreff, Vereinigung Pestalozzi und Alsterdorfer Assistenz, Computercafé, Kita, Tafel). Viele der Nutzer kommen auch zu uns in den Landen. Leider fehlt bei dieser Lage die ""Laufkundschaft"".</p>

<p>Cappello benötigt einen überarbeiteten, neu zu gestaltenden Flyer, mit dem wir bei den Nutzern des Geländes und in der Nachbarschaft oder bei Veranstaltungen werben können. </p>

<p>Notwendig sind weitere kreative Maßnahmen, um den Bekanntheitsgrad des Sozialkaufhauses und seiner räumlichen Lage zu steigern.</p>

<p> </p>";0;22549;;0;;0;1;53,5896;9,85272;Hamburg;1435756777;1435576500;73327
175;Engagementlotsen im Seniorenbüro Hamburg e. V.;Cappello e.V. - Sozialkaufhaus für alle;Freiwilliger mit handwerklichem Geschickt zur Erweiterung der Ladenausstattung;<p>Gesucht wird ein Freiwilliger mit handwerklichem Geschick, der Lust hat im Sozialkaufhaus Cappello e.V. die Gestaltung des Ladens zu überarbeiten und die Regalflächen im Laden und im Lagerraum zu optimieren.</p>;0;22549;;0;;0;0;53,5896;9,85272;Hamburg;1435756603;1435575600;73325
72;Freiwilligen Zentrum Hamburg;Gesellschaft für Biologische Krebsabwehr e.V.;Öffentlichkeitsarbeit;"<p>Wir suchen für die Durchführung unserer Veranstaltungen praktische Hilfe beim Aufbau der Bestuhlung und der Büchertische - Einsammeln der Spenden - Technische Hilfe zur Bedienung des Beamers, Notebooks, der Mikrofonanlage.</p>

<p>Die Veranstaltungen/Vorträge finden ca. 1x im Monat statt - immer an einem Donnerstag von 18.30 - 21.00 Uhr.</p>

<p>Zusätzlich benötigen wir Freiwillige, die gerne unsere Flyer verteilen z.B. in Reformhäusern, Apotheken o.ä.(Hamburgweit, soweit möglich).</p>

<p> </p>";0;22607;;0;;6;0;53,5593;9,88074;Hamburg;1435678103;1363188180;50360
175;Engagementlotsen im Seniorenbüro Hamburg e. V.;Cappello e.V. - Sozialkaufhaus für alle;ebay- Verkäufer für das Sozialkaufhaus;"<p>Besonders hochwertige, teure Sachen können nicht immer direkt im Sozialkaufhaus verkauft werden. Diese Dinge werden über ebay angeboten und verkauft.</p>

<p>Der Ertrag fließt in die Finanzierung des Sozialkaufhauses Cappello e.V..</p>

<p>Gesucht werden Freiwillige mit ebay-Erfahrung, die in der Lage sind diese Arbeit zu übernehmen. Die Mitarbeit kann zur Erfassung der Artikel im Laden erfolgen, die Computer-Arbeit für den ebay-Handel im Büro des Ladens, wenn gewünscht aber auch von zu Hause aus.</p>

<p>Bedingung: vertrauensvolle Umgang mit dem Erlös.</p>

<p>Diese Unterstützung für unser Sozialkaufhauses ist auch gut geeignet für interessierte Körperbehinderte.</p>

<p> </p>";0;22549;;0;;0;0;53,5896;9,85272;Hamburg;1435760290;1421753220;67358
72;Freiwilligen Zentrum Hamburg;Heerlein- und Zindler Stiftung;Unterstützung beim Bingospiel mit älteren Menschen in einer Pflegeeinrichtung;Sie haben Zeit und Lust 1x monatl. dienstags von 15.00 bis 17.30 in St. Georg das Bingospiel in einem Team mit zu untertsützen. Wir freuen uns auf Ihr Engegament und führen Sie gerne bei Bedarf in das Spiel mit ein.Sie unterstützen die Bewohner während des Spielverlaufs.;0;20099;;0;;1;0;53,5573;10,0095;Hamburg;1435844138;1297088340;28432
520;Gute Tat - Standort Hamburg;Stiftung Gute Tat;Stadttreiben: Schwimmen auf St. Pauli;"Schwimmen mit Menschen mit körperlichen  Einschränkungen oder geistiger Behinderung bedarf einer Unterstützung, nicht jeder am Schwimmen Interessierte kann diese mitbringen, aus diesem Grund suchen wir regelmäßig für feste Personen oder wechselnd zur Unterstützung des Mitarbeiters Engel, die dabei sind und unterstützen möchten.<br />
<br />
<strong>Voraussetzungen:</strong><br />
Lust und Spaß am Wassersport, Schwimmen und Baden.";0;22276;;0;;0;0;0;0;Hamburg;1437084000;1437084000;70613
520;Gute Tat - Standort Hamburg;Stiftung Gute Tat;wellcome - praktische Hilfe für Familien nach der Geburt (3385);"Die ehrenamtliche Mitarbeiterin betreut 1-2x pro Woche das Babyoder auch die Geschwisterkinder. Unser Ziel ist die Entlastung der Familie und damit die Förderung der Eltern-Kind-Beziehung. Jedes wellcome Team wird von einer Fachfrau, der Koordinatorin, geleitet. Damit hat jede Ehrenamtliche eine fachliche Ansprechpartnerin, wenn es weitergehende Fragen gibt Nach einem ausführlichen Vorstellungsgespräch mit der Koordinatorin lernt die Ehrenamtliche ""ihre"" Familie kennen und kann dann entscheiden, ob die Chemie stimmt und sie diese Familie unterstützen möchte.<br />
<br />
<strong>Voraussetzungen:</strong><br />
Erfahrungen und Freude im Umgang mit Säuglingen und Kleinkindern, Einfühlungsvermögen, Zuverlässigkeit, Toleranz und Humor.<br />
<br />
<strong>Weitere Informationen:</strong><br />
Es gibt regelmäßige Fortbildungen und die Möglichkeiten des Austausches im Rahmen von Ehrenamtstreffen. Fahrtkosten werden<br />
erstattet. Es besteht Versicherungsschutz.";0;20253;;0;;0;0;53,55;10;Hamburg;1435960800;1435960800;70616
72;Freiwilligen Zentrum Hamburg;Pflegewerk Hamburg Haus St. Hildegard;Seniorenausflüge in Hamburg und Umland;Sie habe Lust unsere schöne Stadt Hamburg unseren Bewohnern aus Rothenburgsort zu zeigen. Bei diesem Projekt geht es darum, mit unterschiedlichen kleinen Gruppen unserer Senioren, Ausflüge in Hamburg und dem Umland zu organisieren und durchzuführen und ggf. bei einem Picknick zu unterstützen.;0;20539;;0;;0;0;53,5336;10,039;Hamburg;1441121689;1440604920;76596
72;Freiwilligen Zentrum Hamburg;Pflegewerk Hamburg Haus St. Hildegard;Was Senioren schmeckt...;Einmal wöchentlich freuen wir uns auf Sie in Rothenburgsort bei unserer Kochrunde. Bei diesem Projekt geht es um das Kochen von Lieblingsspeisen von Bewohnern. Es werden die Rezepte aufgenommen, gemeinsam eingekauft und mit einer Gruppe Senioren gemeinsam gekocht und natürlich auch gegessen. Die Rezepte werden niedergeschrieben und nach einer Zeit entsteht ein wunderbares Kochbuch, welches dann auch veröffentlicht werden kann.;0;20539;;0;;0;0;53,5336;10,039;Hamburg;1441310054;1440603720;76594
72;Freiwilligen Zentrum Hamburg;MENTOR- die Leselernhilfe Hamburg e. V.;Koordinator für Zusammenarbeit Mentor und Schule in Leseprojekt;"<p>Als ehrenamtlicher Mentor-Koordinator sind Sie wichtiger Organisator und Vermittler im Hintergrund. Sie betreuen - bei freier Zeiteinteilung - die Mentoren einer Schule und koordinieren die ZUsammenarbeit zwischen Schule und Verein.</p>

<p>Mentor-Koordinator kann werden, wer gern organisiert und flexibel ist und sich für die Abläufe in der Schule interessiert. Als Mentor-Koordinator können Sie aber auch als Mentor tätig sein.</p>";0;20097;;0;;6;0;53,5494;10,0085;Hamburg;1446625485;1289982240;27194
